"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2003-11-01","-9.07463235901627","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2003-12-01","40.9119114111684","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-01-01","25.2308955741351","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-02-01","30.9371629047941","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-03-01","61.9554182110911","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-04-01","67.2722881255128","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-05-01","64.0353894508158","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-06-01","61.7475047342112","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-07-01","49.9820444044298","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-08-01","63.8517763521466","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-09-01","67.1171194546444","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-10-01","59.2092912538155","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-11-01","119.143892191965","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2004-12-01","39.8755305838832","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-01-01","68.2920852732174","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-02-01","62.514338150952","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-03-01","39.9405351833498","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-04-01","42.5978987583572","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-05-01","46.812523576009","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-06-01","66.4420485175202","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-07-01","53.5909588042289","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-08-01","48.3330424157794","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-09-01","45.1542952460384","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-10-01","43.7356510331256","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-11-01","35.6865787432118","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2005-12-01","32.9418849744053","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-01-01","35.0757134536983","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-02-01","31.3099943534726","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-03-01","44.7733711048159","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-04-01","24.4340254521098","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-05-01","25.8992805755396","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-06-01","18.0335454019665","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-07-01","17.8851174934726","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-08-01","15.4389268063074","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-09-01","13.4681682371869","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-10-01","16.7370222475756","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-11-01","20.4345340194397","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2006-12-01","18.9580973952435","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-01-01","16.363048399267","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-02-01","23.9088368092883","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-03-01","15.1061539966735","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-04-01","31.6180428463774","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-05-01","24.0408163265306","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-06-01","17.5225401803214","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-07-01","23.6383771267492","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-08-01","30.3975535168196","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-09-01","28.3066639659712","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-10-01","27.6778733385457","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-11-01","27.2312951006457","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2007-12-01","29.9980959634425","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-01-01","25.9842519685039","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-02-01","19.0525767829256","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-03-01","13.8801529961751","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-04-01","8.21200719777524","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-05-01","7.73280684435671","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-06-01","6.97131420947299","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-07-01","1.73438645061477","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-08-01","-7.98155096935585","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-09-01","-6.36198594995658","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-10-01","-18.8839559093693","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-11-01","-28.4701492537313","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2008-12-01","-31.329183449286","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-01-01","-39.8088235294118","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-02-01","-48.8850021862702","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-03-01","-49.7163755784445","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-04-01","-52.1693121693122","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-05-01","-53.5201588271228","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-06-01","-53.5469285937013","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-07-01","-54.1619977589243","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-08-01","-48.4325885651177","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-09-01","-47.1887380932311","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-10-01","-37.5483627441729","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-11-01","-28.2420448617632","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2009-12-01","-26.1704169777114","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-01-01","-10.9943806498901","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-02-01","3.94924436840605","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-03-01","12.7504824105685","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-04-01","24.7155499367889","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-05-01","28.4047971085921","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-06-01","33.3277395536164","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-07-01","49.257901169897","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-08-01","35.3047775947282","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-09-01","28.4916201117319","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-10-01","27.3647627682079","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-11-01","23.0881070078511","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2010-12-01","29.0769897443305","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-01-01","24.4715893494373","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-02-01","24.7154025510904","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-03-01","17.1406003159558","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-04-01","26.0897110998479","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-05-01","18.7691914022518","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-06-01","16.551290119572","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-07-01","10.9967243799719","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-08-01","13.490807256788","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-09-01","16.3726708074534","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-10-01","9.84695693439317","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-11-01","9.74486180014173","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2011-12-01","5.8974932855864","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-01-01","1.34524203330024","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-02-01","2.87033982184097","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-03-01","7.29377388177117","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-04-01","-4.48196161189831","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-05-01","4.9983841430572","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-06-01","5.34557235421167","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-07-01","2.15008431703205","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-08-01","5.56807209526875","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-09-01","5.28394534585823","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-10-01","5.40015120423372","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-11-01","3.75632332364655","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2012-12-01","0.570643559125017","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-01-01","4.23240126210422","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-02-01","5.17425700235192","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-03-01","7.41594218078978","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-04-01","-0.820620725933718","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-05-01","-0.913101467118094","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-06-01","1.94771911840084","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-07-01","2.79612051176228","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-08-01","2.21544715447153","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-09-01","1.98722498225692","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-10-01","3.39174095706527","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-11-01","9.57468879668049","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2013-12-01","11.0013659766733","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-01-01","18.2254697286013","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-02-01","11.3640983939825","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-03-01","7.43052169673331","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-04-01","17.1952901241116","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-05-01","18.1093394077449","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-06-01","12.8406234288587","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-07-01","11.5125966074475","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-08-01","12.5173990853052","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-09-01","14.583954667462","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-10-01","11.6848364717542","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-11-01","8.15109343936382","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2014-12-01","7.95153351003408","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-01-01","3.18735652481017","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-02-01","3.41365461847389","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-03-01","3.34029227557411","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-04-01","3.20419985517739","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-05-01","0.920487420005278","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-06-01","2.02281233291748","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-07-01","3.85238523852385","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-08-01","1.33427586816295","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-09-01","-0.199548846087105","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-10-01","2.60892714526577","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-11-01","0.971638655462193","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2015-12-01","1.05226236408278","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-01-01","-3.14024129374518","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-02-01","-2.66548984995587","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-03-01","5.33157663592447","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-04-01","6.75320119277321","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-05-01","8.4694232105629","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-06-01","7.56397938684603","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-07-01","7.48829953198129","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-08-01","8.73735612138122","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-09-01","7.25028253499087","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-10-01","10.1703710109833","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-11-01","8.97269180754228","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2016-12-01","11.870878167303","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-01-01","9.94699646643109","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-02-01","19.1240478781284","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-03-01","10.0817211474316","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-04-01","11.5346697338153","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-05-01","9.60198606550813","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-06-01","12.2371092164028","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-07-01","11.6029672633446","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-08-01","10.8340016038492","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-09-01","9.71062657047903","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-10-01","5.5341863568569","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-11-01","7.47016706443915","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - New jobs posted online","NZAC component - New jobs posted online","2017-12-01","4.53769779708348","Annual % change","27-07-23"
