"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2006-09-01","5.55010243072276","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2006-10-01","7.44703344530422","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2006-11-01","7.48148058974869","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2006-12-01","9.95997500990231","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-01-01","8.12911275943187","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-02-01","9.16525020986989","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-03-01","8.09770872588116","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-04-01","7.93919726863832","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-05-01","7.27689628532679","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-06-01","7.75777160169999","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-07-01","7.85217971601808","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-08-01","7.28283688859606","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-09-01","9.11411328129375","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-10-01","4.65809869686737","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-11-01","5.79302846742968","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2007-12-01","4.81703259611255","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-01-01","4.45882349453213","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-02-01","2.80344092967271","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-03-01","1.77213115833632","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-04-01","2.13654227775042","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-05-01","1.58666821753757","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-06-01","0.045475548859919","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-07-01","0.470039495854713","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-08-01","0.471072607775325","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-09-01","-0.530553479884788","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-10-01","2.16881694741136","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-11-01","-0.952615407190405","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2008-12-01","-1.91072294162934","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-01-01","-2.28941890341708","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-02-01","-0.903838569123194","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-03-01","-0.418324315921381","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-04-01","-0.830084499218919","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-05-01","-0.223505537104607","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-06-01","-0.235162298788405","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-07-01","-0.126614914863688","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-08-01","0.0826225898586497","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-09-01","0.230677474025742","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-10-01","-1.72384315543296","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-11-01","0.0738876363501229","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2009-12-01","1.95436437771104","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-01-01","3.0548354750257","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-02-01","1.9394421825198","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-03-01","3.5208370832905","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-04-01","1.38354568607129","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-05-01","1.57625632307354","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-06-01","3.1273734602759","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-07-01","1.65023626873455","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-08-01","1.68864598643852","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-09-01","2.51010029184029","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-10-01","3.30298893804921","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-11-01","4.37188531951447","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2010-12-01","3.12819970330693","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-01-01","3.04684392308834","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-02-01","3.41683594160998","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-03-01","2.96598728507915","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-04-01","5.75729328553287","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-05-01","4.34046905461327","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-06-01","3.60021486799493","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-07-01","5.7536156654566","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-08-01","4.40512998499185","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-09-01","3.53239520615032","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-10-01","5.67251948799452","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-11-01","4.33451976582373","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2011-12-01","3.85811638211018","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-01-01","4.89230238023552","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-02-01","4.28352625881883","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-03-01","3.36686083388711","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-04-01","3.8139177429952","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-05-01","5.31219354033388","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-06-01","4.8451399514098","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-07-01","3.76459137072605","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-08-01","5.84733394360319","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-09-01","6.13171716082954","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-10-01","4.14470607336608","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-11-01","4.78889103621256","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2012-12-01","5.75922933325825","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-01-01","5.25273243042383","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-02-01","5.99050376992709","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-03-01","5.25562242255166","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-04-01","6.97429344972487","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-05-01","5.47994231599065","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-06-01","7.13148637985395","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-07-01","7.28348007988511","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-08-01","6.25204073866601","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-09-01","5.33546417786162","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-10-01","6.7257469773514","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-11-01","6.39662892552733","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2013-12-01","6.65748903209142","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-01-01","5.43865240567218","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-02-01","5.85619957169348","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-03-01","5.95846427243056","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-04-01","4.48182281643152","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-05-01","5.93832191336991","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-06-01","4.13227781984402","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-07-01","4.87160414843668","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-08-01","4.96807364573193","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-09-01","5.11316536121376","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-10-01","5.67275124503812","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-11-01","5.97134456872603","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2014-12-01","4.84892458254471","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-01-01","5.92708600641956","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-02-01","5.57446456072057","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-03-01","7.05205322734135","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-04-01","4.90032620382899","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-05-01","5.77124383128624","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-06-01","6.46494414483731","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-07-01","6.83986304519937","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-08-01","6.72536274870161","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-09-01","7.6223803186444","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-10-01","5.54715460487825","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-11-01","5.6209584628433","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2015-12-01","7.09017440803443","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-01-01","6.91636107212579","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-02-01","5.95769047538313","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-03-01","5.01511077960255","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-04-01","8.47252606958731","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-05-01","5.58918939528774","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-06-01","6.31243915648279","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-07-01","5.79313583088652","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-08-01","3.71031599856593","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-09-01","4.64061790379371","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-10-01","5.35573586057829","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-11-01","4.34623503472062","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2016-12-01","3.69838316316478","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-01-01","8.42857557655807","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-02-01","7.97674423715027","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-03-01","7.78286611267029","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-04-01","7.28817988413213","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-05-01","8.27039049922302","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-06-01","6.69367123805955","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-07-01","6.03838056689603","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-08-01","8.58756614648919","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-09-01","6.56967310255512","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-10-01","7.30600802967944","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-11-01","9.07875797267763","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2017-12-01","8.89647080850742","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-01-01","3.88225036150833","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-02-01","4.3744778552036","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-03-01","4.99033465288878","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-04-01","2.98100954845033","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-05-01","3.72567952018958","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-06-01","4.30678463875813","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-07-01","4.29125514048201","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-08-01","3.9429849259391","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-09-01","5.65580661708798","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-10-01","4.2595894513425","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-11-01","2.26702018165672","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2018-12-01","1.71925897879734","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-01-01","3.98953744316453","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-02-01","3.58865433114284","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-03-01","3.00917101351912","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-04-01","3.94236663317959","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-05-01","2.33007821801983","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-06-01","2.51400999278228","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-07-01","2.37366961068908","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-08-01","3.09053819332981","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-09-01","2.14525986007543","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-10-01","2.31423539754547","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-11-01","4.07575488349843","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2019-12-01","4.35333245308087","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-01-01","1.91793484585729","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-02-01","2.67211389037067","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-03-01","-6.62074189204692","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-04-01","-50.7453829063133","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-05-01","-10.801291352997","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-06-01","4.70466679523507","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-07-01","5.74536653659059","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-08-01","-2.84850818715638","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-09-01","3.32458392458388","Annual % change","27-07-23"
"Economic","Activity","New Zealand Activity Index (NZAC)","NZAC component - Card transaction spend","NZAC component - Card transaction spend","2020-10-01","1.94093186993372","Annual % change","27-07-23"
